coverage,error_risk,uncertainty
0.0009871668311944718,0.0,0.012344248509376122
0.0019743336623889436,0.0,0.012697980125564695
0.0029615004935834156,0.0,0.012776210020968461
0.003948667324777887,0.0,0.012954868494214032
0.004935834155972359,0.0,0.013289175564733524
0.005923000987166831,0.0,0.014735999469881512
0.006910167818361303,0.0,0.014870187261824987
0.007897334649555774,0.0,0.014972713665712248
0.008884501480750246,0.0,0.015123787783030826
0.009871668311944718,0.0,0.015150447111015621
0.01085883514313919,0.0,0.01516268391832638
0.011846001974333662,0.0,0.015491974927863347
0.012833168805528134,0.0,0.01562690165796191
0.013820335636722606,0.0,0.015798007697978324
0.014807502467917079,0.0,0.016155963875760307
0.01579466929911155,0.0,0.016269625486171585
0.01678183613030602,0.0,0.016783138040028383
0.017769002961500493,0.0,0.01684720213228887
0.018756169792694965,0.0,0.01685589472425064
0.019743336623889437,0.0,0.017254154488470813
0.02073050345508391,0.0,0.017437774904020296
0.02171767028627838,0.0,0.017445750003430956
0.022704837117472853,0.0,0.017735550828069206
0.023692003948667325,0.0,0.01779045844148261
0.024679170779861797,0.0,0.017947951829906904
0.02566633761105627,0.0,0.018315075735561962
0.02665350444225074,0.0,0.01872608022605014
0.027640671273445213,0.0,0.01879822552254617
0.028627838104639685,0.0,0.019042895577521618
0.029615004935834157,0.0,0.01918832497664722
0.03060217176702863,0.0,0.019632984057824866
0.0315893385982231,0.0,0.019774169568252238
0.03257650542941757,0.0,0.020291375943963075
0.03356367226061204,0.0,0.020355346426761498
0.034550839091806514,0.0,0.02039264965628186
0.035538005923000986,0.0,0.020540849632815196
0.03652517275419546,0.0,0.02066323938694433
0.03751233958538993,0.0,0.02066818524362482
0.0384995064165844,0.0,0.020863072888013662
0.039486673247778874,0.0,0.021018720037024017
0.040473840078973346,0.0,0.021079293441642756
0.04146100691016782,0.0,0.021149663553683126
0.04244817374136229,0.0,0.021300799405127527
0.04343534057255676,0.0,0.021440230706254816
0.044422507403751234,0.0,0.02168034203884918
0.045409674234945706,0.0,0.021726074109152883
0.04639684106614018,0.0,0.02178646530195975
0.04738400789733465,0.0,0.02182933161234229
0.04837117472852912,0.0,0.021836580518882296
0.049358341559723594,0.0,0.021913895156607296
0.050345508390918066,0.0,0.021987442421833626
0.05133267522211254,0.0,0.022046103470853
0.05231984205330701,0.0,0.022164058263596503
0.05330700888450148,0.0,0.02240408599241166
0.054294175715695954,0.0,0.022413877258053487
0.055281342546890426,0.0,0.02243017106763725
0.0562685093780849,0.0,0.02252411246738236
0.05725567620927937,0.0,0.02254907200669194
0.05824284304047384,0.0,0.022568346315385627
0.059230009871668314,0.0,0.022787399858114867
0.060217176702862786,0.0,0.022798496657132235
0.06120434353405726,0.0,0.022944449805515254
0.06219151036525173,0.0,0.023089703546096164
0.0631786771964462,0.0,0.023338913597703834
0.06416584402764067,0.0,0.023419236282977023
0.06515301085883514,0.0,0.023468241467146787
0.06614017769002961,0.0,0.023688729280226847
0.06712734452122408,0.0,0.023691857126061575
0.06811451135241856,0.0,0.02373121924278986
0.06910167818361303,0.0,0.023854733189711676
0.0700888450148075,0.0,0.023857053159410547
0.07107601184600197,0.0,0.023949505010297106
0.07206317867719644,0.0,0.0242555592324502
0.07305034550839092,0.0,0.02430681770997932
0.07403751233958539,0.0,0.024529027461505995
0.07502467917077986,0.0,0.02455385656482048
0.07601184600197433,0.0,0.024773101298705077
0.0769990128331688,0.0,0.024802715297593536
0.07798617966436328,0.0,0.024845887177882123
0.07897334649555775,0.0,0.024916710843896236
0.07996051332675222,0.0,0.024945162787449123
0.08094768015794669,0.0,0.02521649376593175
0.08193484698914116,0.0,0.025370196689943343
0.08292201382033564,0.0,0.0254758676453148
0.08390918065153011,0.0,0.025502775804587638
0.08489634748272458,0.0,0.025995334402721375
0.08588351431391905,0.0,0.026159970279145826
0.08687068114511352,0.0,0.026197099518905458
0.087857847976308,0.0,0.02643286095894467
0.08884501480750247,0.0,0.02673610906600122
0.08983218163869694,0.0,0.0268287254708374
0.09081934846989141,0.0,0.027044318459253095
0.09180651530108588,0.0,0.027321709058076713
0.09279368213228036,0.0,0.027360835924500847
0.09378084896347483,0.0,0.027561378858752365
0.0947680157946693,0.0,0.02761775860438681
0.09575518262586377,0.0,0.02765129503736476
0.09674234945705824,0.0,0.027654984197010835
0.09772951628825272,0.0,0.027692201180111887
0.09871668311944719,0.0,0.027766658063179985
0.09970384995064166,0.0,0.027985510803412324
0.10069101678183613,0.0,0.02799196464426762
0.1016781836130306,0.0,0.028049308384438854
0.10266535044422508,0.0,0.028224011477463565
0.10365251727541955,0.0,0.028590455954187494
0.10463968410661402,0.0,0.02870254808072746
0.10562685093780849,0.0,0.028728898329902663
0.10661401776900296,0.0,0.028930656820031316
0.10760118460019744,0.0,0.02905912604562207
0.10858835143139191,0.0,0.029079638200664074
0.10957551826258638,0.0,0.029114207337962
0.11056268509378085,0.0,0.02939453558980057
0.11154985192497532,0.0,0.029489705842376614
0.1125370187561698,0.0,0.029540987934994625
0.11352418558736427,0.0,0.029575226836422983
0.11451135241855874,0.0,0.029605167547289302
0.11549851924975321,0.0,0.029845511049871407
0.11648568608094768,0.0,0.030196657799485112
0.11747285291214216,0.0,0.030709709263028073
0.11846001974333663,0.0,0.030913326526227337
0.1194471865745311,0.0,0.031131087548738303
0.12043435340572557,0.0,0.031140022115686974
0.12142152023692004,0.0,0.03117079607157541
0.12240868706811452,0.0,0.03128610543986342
0.12339585389930899,0.0,0.03146470037247785
0.12438302073050346,0.0,0.031673244222329124
0.12537018756169793,0.0,0.031687411504918064
0.1263573543928924,0.0,0.03181369072399767
0.12734452122408688,0.0,0.03183122935853992
0.12833168805528133,0.0,0.0319703315524716
0.12931885488647582,0.0,0.03199360470573188
0.13030602171767028,0.0,0.03200529120829388
0.13129318854886476,0.0,0.03249763557836037
0.13228035538005922,0.0,0.032549600231868106
0.1332675222112537,0.0,0.03263641675253788
0.13425468904244817,0.0,0.03264587120635005
0.13524185587364265,0.0,0.03266168162978712
0.1362290227048371,0.0,0.0329649354513127
0.1372161895360316,0.0,0.033157088435959256
0.13820335636722605,0.0,0.033393201943282796
0.13919052319842054,0.0,0.03342123506760475
0.140177690029615,0.0,0.03346952698549918
0.14116485686080948,0.0,0.03348759141156832
0.14215202369200394,0.0,0.03355407954291425
0.14313919052319843,0.0,0.03364929500360822
0.1441263573543929,0.0,0.03366986120460261
0.14511352418558737,0.0,0.03372602969193927
0.14610069101678183,0.0,0.033749532830475666
0.14708785784797632,0.0,0.03397246356907012
0.14807502467917077,0.0,0.034172868413054225
0.14906219151036526,0.0,0.03419194912456513
0.15004935834155972,0.0,0.0343065353286193
0.1510365251727542,0.0,0.03434654219148568
0.15202369200394866,0.0,0.034441516453586174
0.15301085883514315,0.0,0.03453941440050174
0.1539980256663376,0.0,0.03462875049672637
0.1549851924975321,0.0,0.034695697704750214
0.15597235932872655,0.0,0.03469610936854522
0.15695952615992104,0.0,0.03481653273130756
0.1579466929911155,0.0,0.03484986471429057
0.15893385982230998,0.0,0.03489333105568651
0.15992102665350444,0.0,0.03507448909136828
0.16090819348469892,0.0,0.03509352487986054
0.16189536031589338,0.0,0.03512792339455211
0.16288252714708787,0.0,0.035174735523575765
0.16386969397828233,0.0,0.03549004652678536
0.1648568608094768,0.0,0.035598143537488226
0.16584402764067127,0.0,0.03561064037295115
0.16683119447186576,0.0,0.035745315085607014
0.16781836130306022,0.0,0.035846573947094354
0.1688055281342547,0.0,0.03585121641067834
0.16979269496544916,0.0,0.035907962145727355
0.17077986179664364,0.0,0.035908733847853515
0.1717670286278381,0.0,0.036018930187255944
0.1727541954590326,0.0,0.036575481662905904
0.17374136229022705,0.0,0.036726644322548414
0.17472852912142153,0.0,0.03695063825135915
0.175715695952616,0.0,0.03695815739583903
0.17670286278381048,0.0,0.03711277824819405
0.17769002961500494,0.0,0.03721439200487065
0.17867719644619942,0.0,0.03723092032218147
0.17966436327739388,0.0,0.037273454228649285
0.18065153010858837,0.0,0.03735222349965069
0.18163869693978282,0.0,0.037377586671973155
0.18262586377097728,0.0,0.03737779182965188
0.18361303060217177,0.0,0.037684204651881645
0.18460019743336623,0.0,0.037953871599650545
0.1855873642645607,0.0,0.03817015868606879
0.18657453109575517,0.0,0.03830021256717483
0.18756169792694966,0.0,0.03834837818993567
0.1885488647581441,0.0,0.03835376864070127
0.1895360315893386,0.0,0.03851050262640601
0.19052319842053306,0.0,0.038638944475373985
0.19151036525172754,0.0,0.03873760625279429
0.192497532082922,0.0,0.038810395085996104
0.1934846989141165,0.0,0.0389065424506104
0.19447186574531095,0.0,0.03900953269995819
0.19545903257650543,0.0,0.03929201923048701
0.1964461994076999,0.0,0.03932550690217524
0.19743336623889438,0.0,0.0397142210418606
0.19842053307008883,0.0,0.0398343074248989
0.19940769990128332,0.0,0.039841238598557
